City|Location|Price(PKR)|Bedrooms|Baths|Size (Sqft)
Lahore|DHA Phase 6, DHA Defence|78600000|5|6|4500
Lahore|Bahria Town - Sector E, Bahria Town|6500000|1|1|540
Lahore|Zaitoon City, Lahore|8750000|0|0|675
Lahore|DHA Phase 5, DHA Defence|78400000|5|6|4500
Lahore|Architects Engineers Housing Society, Lahore|35500000|5|5|2250
Lahore|Architects Engineers Housing Society, Lahore|36000000|5|5|2250
Lahore|DHA Phase 6, DHA Defence|142500000|7|8|9000
Lahore|Johar Town Phase 2, Johar Town|27500000|5|6|1125
Lahore|Johar Town Phase 2, Johar Town|19000000|4|5|1125
Lahore|Main Boulevard Gulberg, Gulberg|2000000000|11|6|36000
Lahore|DHA Phase 6, DHA Defence|73500000|5|6|4500
Lahore|Bankers Co-operative Housing Society, Lahore|17500000|3|4|1125
Lahore|Bedian Road, Lahore|45000000|5|5|9900
Lahore|Bahria Town - Tulip Extension, Bahria Town - Sector C|27500000|3|4|1350
Lahore|DHA Phase 4, DHA Defence|41000000|4|5|2250
Lahore|Bankers Avenue Cooperative Housing Society, Lahore|26000000|4|5|2025
Lahore|DHA 9 Town, DHA Defence|26500000|4|4|1125
Lahore|EME Society - Block G, EME Society|40000000|3|3|2250
Lahore|DHA 9 Town - Block D, DHA 9 Town|22000000|3|4|1125
Lahore|DHA Phase 6 - Block J, DHA Phase 6|84500000|5|6|4500
Lahore|DHA Phase 6 - Block K, DHA Phase 6|77900000|5|6|4500
Lahore|DHA Phase 7, DHA Defence|63500000|5|6|4500
Lahore|DHA Phase 6, DHA Defence|76000000|5|6|4500
Lahore|DHA Phase 7, DHA Defence|63500000|5|6|4500
Lahore|State Life Phase 1 - Block G, State Life Housing Phase 1|36000000|5|7|2250
Lahore|DHA Phase 7, DHA Defence|67500000|5|6|4500
Lahore|DHA Phase 7, DHA Defence|59500000|5|6|4500
Lahore|DHA Phase 7, DHA Defence|61500000|5|6|4500
Lahore|Bahria Town - Block BB, Bahria Town - Sector D|17500000|3|4|1125
Lahore|Architects Engineers Housing Society, Lahore|37000000|5|5|2250
Lahore|Architects Engineers Housing Society, Lahore|36500000|5|5|2250
Lahore|DHA Phase 7, DHA Defence|38500000|4|5|2250
Lahore|DHA Phase 6, DHA Defence|88200000|5|6|4500
Lahore|Punjab Coop Housing Society, Lahore|33500000|4|5|2250
Lahore|Bahria Town - Sector E, Bahria Town|28000000|5|7|2250
Lahore|Khayaban-e-Amin - Block G, Khayaban-e-Amin|11000000|3|2|1125
Lahore|Bankers Avenue Cooperative Housing Society, Lahore|26000000|4|5|2025
Lahore|DHA 9 Town, DHA Defence|26500000|4|4|1125
Lahore|EME Society - Block G, EME Society|40000000|3|3|2250
Lahore|DHA 9 Town - Block D, DHA 9 Town|22000000|3|4|1125
Lahore|EME Society - Block B, EME Society|44000000|3|3|2250
Lahore|EME Society - Block A, EME Society|80000000|5|5|4500
Lahore|EME Society - Block E, EME Society|75000000|6|6|4500
Lahore|EME Society - Block C, EME Society|110000000|6|6|7200
Lahore|Central Park - Block A1, Central Park Housing Scheme|16000000|3|4|1125
Lahore|DHA Phase 7 - Block X, DHA Phase 7|62700000|5|6|4500
Lahore|DHA Phase 6 - Block L, DHA Phase 6|76000000|5|6|5850
Lahore|DHA Phase 6, DHA Defence|230000000|6|6|9000
Lahore|Nasheman-e-Iqbal Phase 2, Nasheman-e-Iqbal|29000000|6|6|2250
Lahore|DHA Phase 6 - Block E, DHA Phase 6|109000000|5|6|4500
Lahore|DHA Phase 6, DHA Defence|72500000|5|6|4500
Lahore|DHA Phase 7, DHA Defence|64900000|5|6|4500
Lahore|Bahria Town - Sector C, Bahria Town|36500000|5|7|2250
Lahore|Nasheman-e-Iqbal Phase 2, Nasheman-e-Iqbal|41000000|9|6|4500
Lahore|Architects Engineers Housing Society, Lahore|50000000|5|5|4500
Lahore|Architects Engineers Housing Society, Lahore|52000000|5|5|4500
Lahore|Bahria Town - Overseas Enclave, Bahria Town|30000000|5|6|2250
Lahore|Bahria Town - Sector F, Bahria Town|26000000|5|6|2250
Lahore|Bahria Town - Overseas B, Bahria Town - Overseas Enclave|66000000|5|6|4500
Lahore|Bahria Town - Nargis Block, Bahria Town - Sector C|37100000|5|6|2250
Lahore|Bahria Town - Jinnah Block, Bahria Town - Sector E|19000000|3|4|1125
Lahore|EME Society - Block C, EME Society|140000000|6|6|7200
Lahore|EME Society - Block F, EME Society|75000000|5|5|4500
Lahore|EME Society - Block D, EME Society|105000000|5|5|4500
Lahore|EME Society, Lahore|65000000|6|6|4500
Lahore|Nasheman-e-Iqbal, Lahore|33000000|6|6|2250
Lahore|Divine Gardens, Lahore|20500000|3|3|1170
Lahore|Bahria Town - Rafi Block, Bahria Town - Sector E|35000000|5|6|2250
Lahore|Alfalah Town, Lahore|6000000|2|2|450
Lahore|UET Housing Society - Block A, UET Housing Society|31000000|5|6|2250
Lahore|DHA Phase 7, DHA Defence|67500000|5|6|4500
Lahore|DHA Phase 6, DHA Defence|73500000|5|6|4500
Lahore|DHA Phase 6, DHA Defence|74000000|5|6|4500
Lahore|DHA Phase 6, DHA Defence|58500000|4|5|2250
Lahore|DHA 9 Town, DHA Defence|20500000|3|4|1125
Lahore|DHA Phase 5, DHA Defence|100000000|5|6|4500
Lahore|DHA Phase 4, DHA Defence|50000000|4|5|2250
Lahore|DHA Phase 3, DHA Defence|66500000|5|6|4500
Lahore|Al-Kabir Town - Phase 2, Al-Kabir Town|12500000|3|4|675
Lahore|Architects Engineers Housing Society, Lahore|55000000|5|5|4500
Lahore|Architects Engineers Housing Society, Lahore|56000000|5|5|4500
Lahore|Bahria Town - Umar Block, Bahria Town - Sector B|17500000|3|4|1125
Lahore|Bahria Town - Sector C, Bahria Town|38400000|5|6|2250
Lahore|DHA Phase 8 - Ex Air Avenue, DHA Phase 8|45000000|4|5|2250
Lahore|DHA Phase 7, DHA Defence|45000000|4|5|2250
Lahore|Bahria Town - Umar Block, Bahria Town - Sector B|22500000|3|4|1125
Lahore|EME Society - Block A, EME Society|80000000|5|6|4500
Lahore|EME Society - Block B, EME Society|120000000|6|6|7200
Lahore|Nasheman-e-Iqbal, Lahore|26000000|5|4|2250
Lahore|EME Society - Block B, EME Society|130000000|6|6|7200
Lahore|Johar Town, Lahore|57000000|9|6|4950
Lahore|DHA Phase 6, DHA Defence|49500000|4|5|2250
Lahore|Bahria Orchard Phase 1 - Central, Bahria Orchard Phase 1|28000000|5|5|2250
Lahore|OPF Housing Scheme, Lahore|39500000|5|6|2250
Karachi|Bahria Town - Precinct 4, Bahria Town Karachi|47000000|5|6|4500
Karachi|Bahria Town Karachi, Karachi|4200000|1|1|540
Karachi|Bahria Town - Precinct 31, Bahria Town Karachi|14000000|3|3|2115
Karachi|Bahria Heights, Bahria Town Karachi|6000000|2|2|1098
Karachi|DHA Phase 8, DHA Defence|350000000|6|6|9000
Karachi|North Nazimabad - Block K, North Nazimabad|11500000|2|2|1197
Karachi|Bahria Heights, Bahria Town Karachi|7500000|3|2|1098
Karachi|Bahria Apartments, Bahria Town Karachi|9400000|2|2|954
Karachi|Bahria Town - Precinct 10-A, Bahria Town Karachi|18600000|3|3|1800
Karachi|North Nazimabad - Block F, North Nazimabad|18000000|3|3|1350
Karachi|Bahria Hills, Bahria Town Karachi|52000000|6|7|4500
Karachi|DHA Phase 7 Extension, DHA Defence|45000000|4|4|1080
Karachi|DHA Phase 2, DHA Defence|145000000|9|10|5400
Karachi|DHA Phase 2 Extension, DHA Defence|140000000|6|6|9900
Karachi|Bahria Town - Precinct 6, Bahria Town Karachi|10200000|2|2|927
Karachi|Bahria Apartments, Bahria Town Karachi|8800000|2|2|954
Karachi|Bahria Heights, Bahria Town Karachi|7500000|2|2|1098
Karachi|Bahria Town - Precinct 31, Bahria Town Karachi|16000000|3|3|2115
Karachi|Bahria Town - Precinct 31, Bahria Town Karachi|16000000|3|3|2115
Karachi|Bahria Town - Precinct 31, Bahria Town Karachi|16000000|3|3|2115
Karachi|Bahria Town - Precinct 31, Bahria Town Karachi|16000000|3|3|2115
Karachi|Bahria Town - Precinct 31, Bahria Town Karachi|16000000|3|3|2115
Karachi|Bahria Town - Precinct 31, Bahria Town Karachi|16000000|3|3|2115
Karachi|Bahria Town - Precinct 31, Bahria Town Karachi|16000000|3|3|2115
Karachi|Cosmopolitan Society, Karachi|50000000|4|6|2997
Karachi|Emaar Pearl Towers, Emaar Crescent Bay|55000000|2|3|2196
Karachi|Emaar Pearl Towers, Emaar Crescent Bay|70000000|2|4|1620
Karachi|Bahria Town Karachi, Karachi|19800000|4|5|3150
Karachi|Bahria Town Karachi, Karachi|18500000|5|5|2448
Karachi|Bahria Town - Precinct 27, Bahria Town Karachi|13500000|3|3|1125
Karachi|Athars Amans Castle, Bahria Town Karachi|6700000|2|2|828
Karachi|Theme Park Residency, Bahria Town Karachi|8600000|2|2|1017
Karachi|Bahria Town Karachi, Karachi|16800000|3|3|2106
Karachi|Lucky One Apartment, Rashid Minhas Road|26500000|3|3|1818
Karachi|DHA Phase 6, DHA Defence|127500000|7|6|4500
Karachi|DHA Phase 4, DHA Defence|62500000|3|3|2700
Karachi|DHA Phase 8, DHA Defence|130000000|6|6|4500
Karachi|Bahria Sports City, Bahria Town Karachi|22500000|4|4|3150
Karachi|Bahria Midway Commercial, Bahria Town Karachi|6500000|2|2|1098
Karachi|Bahria Heights, Bahria Town Karachi|8000000|2|2|1098
Karachi|Bahria Paradise - Precinct 51, Bahria Paradise|43000000|5|5|4500
Karachi|Bahria Town - Precinct 31, Bahria Town Karachi|15300000|3|3|2115
Karachi|Bahria Town - Precinct 31, Bahria Town Karachi|16000000|3|3|2115
Karachi|Bahria Town - Precinct 31, Bahria Town Karachi|16000000|3|3|2115
Karachi|Bahria Town - Precinct 31, Bahria Town Karachi|16000000|3|3|2115
Karachi|Bahria Town - Precinct 27, Bahria Town Karachi|17000000|3|3|2115
Karachi|Bahria Town - Precinct 27, Bahria Town Karachi|17000000|3|3|2115
Karachi|Bahria Town - Precinct 27, Bahria Town Karachi|17000000|3|3|2115
Karachi|Bahria Town - Precinct 27, Bahria Town Karachi|17000000|3|3|2115
Karachi|Bahria Town - Precinct 27, Bahria Town Karachi|17000000|3|3|2115
Karachi|Bahria Town - Precinct 18, Bahria Town Karachi|2784000|2|2|315
Karachi|Askari 5, Malir Cantonment|37500000|3|3|2403
Karachi|Bahria Town - Precinct 35, Bahria Sports City|21000000|4|4|3150
Karachi|Clifton - Block 9, Clifton|92500000|4|5|2898
Karachi|Bahria Town - Precinct 10-A, Bahria Town Karachi|18000000|3|4|1800
Karachi|Bahadurabad, Gulshan-e-Iqbal Town|35000000|3|4|1701
Karachi|Bahria Sports City, Bahria Town Karachi|20000000|4|4|3150
Karachi|Bahria Town - Quaid Villas, Bahria Town - Precinct 2|23500000|3|3|1800
Karachi|Model Colony - Malir, Malir|32000000|6|6|2160
Karachi|DHA Phase 8, DHA Defence|51000000|4|5|1080
Karachi|DHA Phase 5, DHA Defence|150000000|5|6|4500
Karachi|DHA Phase 2, DHA Defence|165000000|6|6|4500
Karachi|Bahria Town - Precinct 35, Bahria Sports City|20500000|4|4|3150
Karachi|Bahria Town - Precinct 11-B, Bahria Town - Precinct 11|13600000|3|3|1125
Karachi|Bahria Town - Precinct 35, Bahria Sports City|21000000|4|4|3150
Karachi|Bahria Town - Precinct 19, Bahria Town Karachi|8900000|2|2|954
Karachi|Bahria Town - Precinct 35, Bahria Sports City|22000000|4|5|3150
Karachi|Bahria Town - Precinct 27, Bahria Town Karachi|17000000|3|3|2115
Karachi|Bahria Town - Precinct 27, Bahria Town Karachi|17000000|3|3|2115
Karachi|Bahria Town - Precinct 27, Bahria Town Karachi|17000000|3|3|2115
Karachi|Bahria Town - Precinct 27, Bahria Town Karachi|17000000|3|3|2115
Karachi|Bahria Town - Precinct 27, Bahria Town Karachi|17000000|3|3|2115
Karachi|Bahria Town - Precinct 11-A, Bahria Town - Precinct 11|20000000|3|3|1800
Karachi|Bahria Town - Precinct 11-A, Bahria Town - Precinct 11|20000000|3|3|1800
Karachi|Bahria Town - Precinct 11-A, Bahria Town - Precinct 11|20000000|3|3|1800
Karachi|DHA Phase 8 - Zone A, DHA Phase 8|155000000|6|6|4500
Karachi|Bahria Town - Precinct 17, Bahria Town Karachi|5900000|2|2|1449
Karachi|Bahria Town Karachi, Karachi|17000000|3|4|1800
Karachi|Emaar Coral Towers, Emaar Crescent Bay|42500000|2|3|1746
Karachi|Bahria Town - Precinct 6, Bahria Town Karachi|28000000|5|6|2448
Karachi|Bahria Town - Precinct 10-A, Bahria Town Karachi|18000000|3|3|1800
Karachi|Bahria Town - Ali Block, Bahria Town - Precinct 12|14000000|3|3|1125
Karachi|Bahria Town - Quaid Villas, Bahria Town - Precinct 2|23000000|3|3|1800
Karachi|DHA Phase 8, DHA Defence|335000000|6|6|9000
Karachi|Korangi - Sector 51-C, Korangi|3000000|0|0|315
Karachi|Bahria Sports City, Bahria Town Karachi|20200000|5|6|3150
Karachi|Bahria Town - Precinct 27, Bahria Town Karachi|14000000|3|4|1125
Karachi|Bahria Heights, Bahria Town Karachi|7500000|2|2|1098
Karachi|Bahria Heights, Bahria Town Karachi|7300000|2|2|1098
Karachi|Bahria Town - Precinct 12, Bahria Town Karachi|14500000|3|3|1125
Karachi|Bahria Town - Precinct 10-A, Bahria Town Karachi|18900000|3|3|1800
Karachi|Askari 5 - Sector J, Askari 5|65000000|5|6|3375
Karachi|Bahria Town - Precinct 11-A, Bahria Town - Precinct 11|20000000|3|3|1800
Karachi|Bahria Town - Precinct 11-A, Bahria Town - Precinct 11|20000000|3|3|1800
Karachi|Bahria Town - Precinct 11-A, Bahria Town - Precinct 11|20000000|3|3|1800
Karachi|Bahria Town - Precinct 11-A, Bahria Town - Precinct 11|20000000|3|3|1800
Karachi|Bahria Town - Precinct 11-A, Bahria Town - Precinct 11|20000000|3|3|1800
Karachi|Bahria Town - Precinct 11-A, Bahria Town - Precinct 11|20000000|3|3|1800
Karachi|Bahria Town - Precinct 11-A, Bahria Town - Precinct 11|20000000|3|3|1800
Karachi|Bahria Town - Precinct 10-A, Bahria Town Karachi|20500000|3|3|1800
Karachi|Bahria Town - Ali Block, Bahria Town - Precinct 12|15000000|4|4|1125
Karachi|DHA Phase 6, DHA Defence|115000000|5|6|4500
Karachi|DHA Phase 6, DHA Defence|220000000|6|6|5400
Karachi|DHA Phase 4, DHA Defence|71500000|3|4|4905
Karachi|Askari 5 - Sector J, Askari 5|69900000|5|7|3375
Karachi|Korangi - Sector 31-G, Korangi|2500000|0|0|396
Karachi|Bahria Heights, Bahria Town Karachi|6400000|2|2|1098
Karachi|Bahria Town - Precinct 8, Bahria Town Karachi|29000000|5|5|2250
Karachi|DHA Phase 7 Extension, DHA Defence|44000000|4|3|900
Karachi|Gulistan-e-Jauhar - Block 15, Gulistan-e-Jauhar|22500000|3|3|1647
Karachi|Bahria Town - Precinct 31, Bahria Town Karachi|15500000|3|3|2115
Karachi|Bahria Town - Precinct 2, Bahria Town Karachi|23000000|3|4|1800
Karachi|Askari 5 - Sector J, Askari 5|65000000|5|5|3375
Karachi|Askari 5 - Sector J, Askari 5|65000000|5|5|3375
Karachi|Askari 5 - Sector J, Askari 5|65000000|5|5|3375
Karachi|Askari 5 - Sector J, Askari 5|64500000|5|6|3375
Karachi|Falcon Complex - Air Force Officers Housing Scheme (AFOHS), Faisal Cantonment|188000000|5|5|4500
Karachi|Bahria Town - Precinct 10-A, Bahria Town Karachi|20500000|3|3|1800
Karachi|Bahria Town - Precinct 10-A, Bahria Town Karachi|20500000|3|3|1800
Karachi|Bahria Town - Precinct 10-A, Bahria Town Karachi|20500000|3|3|1800
Karachi|Bahria Town - Precinct 10-A, Bahria Town Karachi|20500000|3|3|1800
Karachi|Bahria Town - Precinct 10-A, Bahria Town Karachi|20500000|3|3|1800
Karachi|Bahria Town - Precinct 10-A, Bahria Town Karachi|20500000|3|3|1800
Karachi|Bahria Town - Precinct 10-A, Bahria Town Karachi|20500000|3|3|1800
Karachi|Bahria Town - Precinct 10-A, Bahria Town Karachi|20500000|3|3|1800
Karachi|Bahria Paradise, Bahria Town Karachi|42000000|5|5|4500
Karachi|Bahria Town - Precinct 11-B, Bahria Town - Precinct 11|14000000|3|3|1368
Karachi|Bahria Town - Precinct 31, Bahria Town Karachi|15000000|3|3|2115
Karachi|Bahria Town - Precinct 31, Bahria Town Karachi|14000000|3|3|2115
Karachi|Bahria Town - Precinct 27, Bahria Town Karachi|16000000|3|3|2115
Karachi|Kings Tower, Gulistan-e-Jauhar - Block 15|30000000|3|3|1647
Karachi|Gulistan-e-Jauhar - Block 12, Gulistan-e-Jauhar|12000000|2|2|1053
Karachi|Askari 5, Malir Cantonment|37000000|3|3|2574
Karachi|North Nazimabad - Block F, North Nazimabad|24000000|3|4|1800
Karachi|Soldier Bazar, Jamshed Town|18000000|2|2|1098
Karachi|Bahria Town - Precinct 19, Bahria Town Karachi|9000000|2|2|954
Karachi|Bahria Town - Precinct 20, Bahria Town Karachi|46000000|5|6|4500
Karachi|Saima Jinnah Avenue, Malir|34000000|3|4|2196
Karachi|Gulshan-e-Iqbal - Block 2, Gulshan-e-Iqbal|7800000|2|2|1053
Karachi|North Nazimabad - Block C, North Nazimabad|55000000|6|6|3600
Karachi|North Nazimabad - Block F, North Nazimabad|16500000|3|3|1800
Karachi|North Nazimabad - Block F, North Nazimabad|23500000|4|4|1998
Karachi|Bahria Town - Precinct 10-A, Bahria Town Karachi|20500000|3|3|1800
Karachi|Bahria Town - Quaid Villas, Bahria Town - Precinct 2|23500000|3|3|1800
Karachi|Bahria Town - Quaid Villas, Bahria Town - Precinct 2|23500000|3|3|1800
Karachi|Bahria Town - Quaid Villas, Bahria Town - Precinct 2|23500000|3|3|1800
Karachi|Bahria Town - Quaid Villas, Bahria Town - Precinct 2|23500000|3|3|1800
Karachi|Bahria Town - Quaid Villas, Bahria Town - Precinct 2|23500000|3|3|1800
Karachi|Bahria Town - Quaid Villas, Bahria Town - Precinct 2|23500000|3|3|1800
Karachi|Bahria Town - Quaid Villas, Bahria Town - Precinct 2|23500000|3|3|1800
Karachi|Askari 5 - Sector J, Askari 5|71000000|5|5|3375
Karachi|Askari 5 - Sector J, Askari 5|67500000|5|5|3375
Karachi|Askari 5 - Sector J, Askari 5|68500000|5|5|3852
Karachi|Askari 5 - Sector J, Askari 5|38500000|3|3|2700
Karachi|Askari 5 - Sector H, Askari 5|81000000|5|5|3843
Karachi|Garden West, Karachi|13000000|3|3|1503
Karachi|Bahria Town - Precinct 4, Bahria Town Karachi|4700000|0|0|540
Karachi|KDA Employees Society - Sector 31-C2, KDA Employees Society - Korangi|4000000|2|2|801
Karachi|North Nazimabad - Block I, North Nazimabad|11000000|2|2|1053
Karachi|Bahria Town - Precinct 35, Bahria Sports City|21000000|4|4|3150
Karachi|Bahria Town - Precinct 6, Bahria Town Karachi|32000000|5|6|2448
Karachi|DHA Phase 8 - Zone A, DHA Phase 8|285000000|7|6|9000
Karachi|North Nazimabad - Block L, North Nazimabad|42000000|3|3|2520
Karachi|Gulistan-e-Jauhar - Block 12, Gulistan-e-Jauhar|16500000|4|4|900
Karachi|Gulistan-e-Jauhar - Block 2, Gulistan-e-Jauhar|55000000|8|6|2160
Karachi|Bahria Town - Precinct 8, Bahria Town Karachi|6360000|2|2|792
Karachi|Bahria Town - Precinct 8, Bahria Town Karachi|8040000|2|2|1008
Karachi|Bahria Town - Quaid Villas, Bahria Town - Precinct 2|23500000|3|3|1800
Karachi|Bahria Town - Quaid Villas, Bahria Town - Precinct 2|23500000|3|3|1800
Karachi|Bahria Town - Quaid Villas, Bahria Town - Precinct 2|23500000|3|3|1800
Karachi|Bahria Town - Ali Block, Bahria Town - Precinct 12|15000000|3|3|1125
Karachi|Bahria Central Park Apartments, Bahria Town Karachi|9000000|2|2|1098
Karachi|Bahria Town - Precinct 1, Bahria Town Karachi|45000000|5|6|2448
Karachi|Bahria Town - Precinct 1, Bahria Town Karachi|36000000|5|6|2448
Karachi|Bahria Town - Precinct 1, Bahria Town Karachi|37000000|5|6|2448
Karachi|DHA Phase 8, DHA Defence|395000000|6|8|9000
Karachi|Navy Housing Scheme Karsaz, Karachi|122500000|6|6|3150
Karachi|Askari 5 - Sector J, Askari 5|67000000|5|5|3375
Karachi|Askari 5 - Sector J, Askari 5|37500000|3|3|2700
Karachi|Bahria Town Karachi, Karachi|55000000|5|6|4500
Karachi|DHA Phase 5, DHA Defence|12500000|3|3|1098
Karachi|Askari 5 - Sector H, Askari 5|85000000|5|6|3843
Karachi|Askari 5 - Sector G, Askari 5|86500000|5|6|4500
Karachi|Saadi Garden - Block 1, Saadi Garden|23500000|4|4|1080
Karachi|Gulshan-e-Maymar - Sector T, Gulshan-e-Maymar|24500000|8|6|2160
Karachi|Bahria Town - Precinct 18, Bahria Town Karachi|7123000|3|3|711
Karachi|Bahria Town Karachi, Karachi|2784000|2|2|315
Karachi|Bahria Town Karachi, Karachi|16800000|3|3|2106
Karachi|Athars Amans Castle, Bahria Town Karachi|9900000|2|2|1251
Karachi|Bahria Town Karachi, Karachi|7900000|2|2|999
Karachi|Athars Amans Castle, Bahria Town Karachi|6700000|2|2|828
Karachi|Theme Park Residency, Bahria Town Karachi|8600000|2|2|1017
Karachi|Bahria Town - Precinct 1, Bahria Town Karachi|36000000|5|6|2448
Karachi|Bahria Town - Precinct 2, Bahria Town Karachi|23000000|3|4|1800
Karachi|Bahria Paradise, Bahria Town Karachi|50000000|5|6|4500
Karachi|Bahria Town - Precinct 1, Bahria Town Karachi|36000000|5|6|2448
Karachi|Bahria Town - Precinct 27, Bahria Town Karachi|16200000|3|4|2115
Karachi|Bahria Town - Precinct 31, Bahria Town Karachi|15300000|3|4|2115
Karachi|Bahria Sports City, Bahria Town Karachi|21000000|5|6|3150
Karachi|Bahria Town - Precinct 6, Bahria Town Karachi|34000000|5|6|2448
Karachi|Bahria Town Karachi, Karachi|34000000|4|4|2250
Karachi|DHA Phase 6, DHA Defence|130000000|6|8|4500
Karachi|Sanober Twin Tower, Saadi Road|12000000|3|4|1701
Karachi|Lakhani Fantasia, Scheme 33|6200000|0|0|450
Karachi|Ittehad Commercial Area, DHA Phase 6|16200000|2|3|900
Karachi|Bahria Town - Precinct 10-B, Bahria Town Karachi|15000000|3|3|1125
Karachi|Metropolis Residency, Jinnah Avenue|35500000|4|5|2700
Karachi|Gulistan-e-Jauhar - Block 16, Gulistan-e-Jauhar|23500000|3|3|1854
Karachi|Bahria Town - Precinct 6, Bahria Town Karachi|3000000|0|1|387
Karachi|Shaz Residency, Gulshan-e-Iqbal Town|10000000|2|2|1152
Karachi|Bahria Town - Ali Block, Bahria Town - Precinct 12|14000000|3|3|1125
Karachi|DHA Phase 5, DHA Defence|165000000|6|6|4500
Karachi|Gulistan-e-Jauhar - Block 12, Gulistan-e-Jauhar|85000000|9|6|3600
Karachi|Delhi Mercantile Society, Gulshan-e-Iqbal Town|23000000|3|4|1251
Karachi|Bukhari Commercial Area, DHA Phase 6|22500000|3|3|1422
Karachi|Badar Commercial Area, DHA Phase 5|15000000|3|4|1449
Karachi|DHA Phase 2, DHA Defence|130000000|4|6|5400
Karachi|Bahria Town - Precinct 19, Bahria Town Karachi|9000000|2|2|954
Karachi|Bahria Town - Precinct 11-A, Bahria Town - Precinct 11|19200000|3|3|1800
Karachi|Bahria Town - Precinct 11-A, Bahria Town - Precinct 11|19300000|3|4|1800
Karachi|Malir, Karachi|5500000|0|0|720
Karachi|Al Amin Society, Malir|14500000|0|0|756
Karachi|Malir, Karachi|5500000|0|0|720
Karachi|Al Amin Society, Malir|14500000|0|0|756
Karachi|Malir, Karachi|5500000|0|0|720
Karachi|Scheme 33, Karachi|18000000|3|4|1080
Karachi|DHA Phase 8, DHA Defence|157500000|5|5|4500
Karachi|Askari 5 - Sector J, Askari 5|67500000|5|7|3375
Karachi|Bahria Town - Precinct 1, Bahria Town Karachi|35500000|5|6|2448
Karachi|Bahria Town - Precinct 4, Bahria Town Karachi|50000000|5|5|4500
Karachi|Gulzar-e-Hijri, Scheme 33|7300000|2|2|747
Karachi|Business & Professional Housing Society, Scheme 33 - Sector 51-A|18000000|6|6|1080
Karachi|North Nazimabad - Block C, North Nazimabad|24000000|3|3|1404
Karachi|Civil Lines, Karachi|50000000|2|3|1422
Karachi|North Karachi - Sector 14-B, North Karachi|18000000|0|0|2520
Karachi|Emaar Pearl Towers, Emaar Crescent Bay|64000000|3|4|2448
Karachi|Emaar Pearl Towers, Emaar Crescent Bay|71000000|3|4|2304
Karachi|North Karachi, Karachi|14000000|5|4|990
Karachi|North Karachi - Sector 11A, North Karachi|5200000|2|2|747
Karachi|North Karachi - Sector 11A, North Karachi|4300000|2|2|702
Karachi|DHA Phase 6, DHA Defence|76000000|4|4|4500
